name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,RestaurantsTakeOut,RestaurantsDelivery,BusinessAcceptsCreditCards,RestaurantsPriceRange2,OutdoorSeating,RestaurantsReservations,HasTV,RestaurantsGoodForGroups,GoodForKids,Alcohol,RestaurantsAttire,WiFi,NoiseLevel,BikeParking,Caters,has_parking,Mondayhour,Tuesdayhour,Wednesdayhour,Thursdayhour,Fridayhour,Saturdayhour,Sundayhour
Double Decker Pizza - Media,415 E Baltimore Ave,Media,PA,19063,39.916169,-75.382347,4,88,1,"Pizza, Seafood, Restaurants, Mexican, Italian, Burgers, Salad, Greek, Sandwiches",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,beer_and_wine,casual,free,average,TRUE,TRUE,TRUE,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
Flambo Caribbean Restaurant,820 N Broad St,Philadelphia,PA,19130,39.9686973,-75.1606146,4.5,138,1,"Trinidadian, Caribbean, Restaurants, Seafood",TRUE,None,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,none,casual,free,average,TRUE,TRUE,TRUE,0:0-0:0,12:0-21:0,11:30-20:30,11:30-20:30,11:30-20:30,11:30-20:30,11:30-20:30
Wawa,3744 Spruce St,Philadelphia,PA,19104,39.95108856,-75.19899883,3.5,50,1,"Delis, Gas Stations, Food, Convenience Stores, Restaurants, Automotive, Coffee & Tea, Sandwiches",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,FALSE,TRUE,none,casual,free,average,TRUE,FALSE,TRUE,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Cosi,1128 Walnut St,Philadelphia,PA,19107,39.94875148,-75.16044871,2.5,63,0,"Sandwiches, Vegetarian, Pizza, Food, Coffee & Tea, Delis, Restaurants, American (New)",TRUE,FALSE,TRUE,1,TRUE,FALSE,FALSE,TRUE,TRUE,none,casual,free,average,FALSE,TRUE,TRUE,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,7:0-22:0,7:0-22:0
Lucianis Pizzeria & GRILL,471 Pinetown Rd,Fort Washington,PA,19034,40.138836,-75.1952339,3,22,1,"Pizza, Restaurants, Italian",TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,TRUE,none,,,average,TRUE,,FALSE,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,11:0-23:0,11:0-22:0
Subway,383 W Lancaster Ave,Wayne,PA,19087,40.0442635,-75.3993543,1.5,5,0,"Sandwiches, Fast Food, Restaurants",,,,,,,,,,,,,,,,FALSE,,,,,,,
"Dutch Oven Bakery, Inc",123 W Ridge Pke,Limerick,PA,19468,40.219679,-75.508814,2.5,8,0,"Restaurants, Food, Bakeries",,,TRUE,1,,,,,,,,,,,,TRUE,,,,,,,
Minas Pizza,6151 Ridge Ave,Philadelphia,PA,19128,40.0352351,-75.21679298,3,54,1,"Restaurants, Pizza",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,FALSE,TRUE,TRUE,0:0-0:0,11:0-21:45,11:0-21:45,11:0-21:45,11:0-21:45,11:0-21:45,12:0-20:30
The Lunar Inn,3124 Richmond St,Philadelphia,PA,19134,39.9822933,-75.1031599,4.5,29,1,"Bars, Food, Restaurants, Beer, Wine & Spirits, American (Traditional), Nightlife",TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,,,full_bar,,free,,TRUE,FALSE,TRUE,0:0-0:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-23:0,12:0-23:0,11:0-16:0
Texas Roadhouse,1545 Street Rd,Bensalem,PA,19020,40.09165,-74.93997,4,240,1,"Steakhouses, Barbeque, Restaurants, American (Traditional), Food",TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,TRUE,TRUE,full_bar,casual,no,loud,TRUE,TRUE,TRUE,0:0-0:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-23:0,12:0-23:0,12:0-22:0
Ndulge,4373 Main St,Philadelphia,PA,19127,40.02584229,-75.22438937,3.5,15,0,"Restaurants, Thai, Food, Cafes, Cupcakes",TRUE,,TRUE,2,TRUE,FALSE,FALSE,FALSE,TRUE,none,casual,no,quiet,,,FALSE,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
Chases Hop Shop,7235 Rising Sun Ave,Philadelphia,PA,19111,40.0603863,-75.0845897,4.5,116,1,"Chicken Wings, Nightlife, Bars, Delis, Food, Beer Gardens, Sandwiches, Beer Bar, Restaurants, Beer, Wine & Spirits, Gastropubs",TRUE,None,TRUE,1,TRUE,FALSE,TRUE,TRUE,TRUE,beer_and_wine,casual,free,quiet,FALSE,FALSE,TRUE,0:0-0:0,13:15-20:30,14:0-20:30,14:0-20:30,11:45-21:0,14:0-21:0,11:45-20:0
Suzy-Jo Donuts,49 E 4th St,Bridgeport,PA,19405,40.1053723,-75.3404208,4.5,89,1,"Restaurants, Bakeries, Donuts, Food",TRUE,FALSE,TRUE,1,,,,,,,,,,TRUE,TRUE,TRUE,5:30-12:0,5:30-12:0,5:30-12:0,5:30-12:0,5:30-12:0,5:30-12:0,5:30-12:0
Paolas Pizzeria,128 N Wayne Ave,Wayne,PA,19087,40.0451819,-75.388188,4.5,126,1,"Restaurants, Pizza, Italian",TRUE,FALSE,TRUE,1,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,TRUE,TRUE,TRUE,,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0,11:0-21:0,11:0-20:0
Bennas West,1444 S Broad St,Philadelphia,PA,19146,39.931855,-75.168473,3.5,47,0,"Juice Bars & Smoothies, Sandwiches, Food, Restaurants, Coffee & Tea",TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,TRUE,none,casual,free,very_loud,TRUE,FALSE,TRUE,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0
Franciscos On The River,1251 River Rd,Washington Crossing,PA,18977,40.3136566,-74.8957796,4,109,1,"Specialty Food, Mediterranean, Restaurants, Italian, Food",TRUE,TRUE,TRUE,3,TRUE,TRUE,FALSE,TRUE,FALSE,none,casual,free,average,TRUE,TRUE,TRUE,,17:0-21:0,17:0-21:0,17:0-21:0,17:0-22:0,17:0-22:0,16:0-21:0
The Distelfink Bakery,"850 S Valley Forge Rd, Ste 12",Lansdale,PA,19446,40.2406921,-75.3039462,3,14,0,"Restaurants, Food, Bakeries",,TRUE,TRUE,2,,,,,,,,,,TRUE,,TRUE,,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-17:0,6:0-14:0
Breakfast Boutique Chestnut Hill,8630 Germantown Ave,Philadelphia,PA,19118,40.07714922,-75.20870701,3,151,1,"Breakfast & Brunch, Restaurants",TRUE,TRUE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,none,casual,free,average,,,TRUE,,,8:0-14:30,7:30-16:0,7:30-15:0,7:30-15:0,8:0-14:0
Drexel Hill Pizza & Grill,4603 State Rd,Drexel Hill,PA,19026,39.9505756,-75.3120184,3,54,1,"Restaurants, Pizza, Salad, Sandwiches",TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,free,average,FALSE,,TRUE,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-22:0
Zacs Hamburgers,1301 E Macdade Blvd,Folsom,PA,19033,39.89378,-75.3197179,4,48,1,"Burgers, Restaurants",TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,TRUE,TRUE,TRUE,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,12:0-19:0
Spasso Italian Grill,1 W State St,Media,PA,19063,39.91823807,-75.38961676,3.5,192,1,"Restaurants, Fast Food, Sandwiches, Italian",TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,no,average,TRUE,TRUE,TRUE,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-23:0,15:0-23:0,10:0-21:0
Forin Cafe,"2041 Coral St, Ste 2",Philadelphia,PA,19125,39.98134715,-75.13224713,4.5,10,1,"Shopping, Restaurants, Cafes, Fashion",TRUE,FALSE,TRUE,,TRUE,,,,,none,,free,,TRUE,TRUE,FALSE,0:0-0:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0
Saige Caf??,"1001 N 2nd St, Ste 9",Philadelphia,PA,19123,39.96679104,-75.14001723,3,14,0,"Sandwiches, Breakfast & Brunch, Coffee & Tea, Food, Restaurants, Cafes, Juice Bars & Smoothies",TRUE,None,TRUE,,TRUE,FALSE,FALSE,,,none,,free,,,,FALSE,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0
Kimberton Whole Foods - Collegeville,222 E Main St,Collegeville,PA,19426,40.18268066,-75.45210306,5,6,1,"Juice Bars & Smoothies, Restaurants, Food, Coffee & Tea, Specialty Food, Organic Stores, Health Markets, Grocery, Sandwiches, Shopping, Vitamins & Supplements",FALSE,FALSE,TRUE,,,FALSE,,,,none,,,,TRUE,FALSE,TRUE,0:0-0:0,8:0-20:0,8:0-20:0,8:0-18:0,8:0-18:0,8:0-20:0,8:0-18:0
Wendys,1758 Allentown Road,Lansdale,PA,19446,40.25904332,-75.32584575,2,13,1,"Burgers, Restaurants, Fast Food",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,,,,,TRUE,6:30-0:0,6:30-0:0,6:30-0:0,6:30-0:0,6:30-0:0,6:30-0:0,6:30-0:0
Fiesta Maya Mexican Grill,1178 Baltimore Pike,Springfield,PA,19064,39.9142377,-75.3478566,4.5,130,0,"Mexican, Restaurants",TRUE,FALSE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,FALSE,TRUE,TRUE,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:30,10:30-20:30,10:30-20:0
Stone House Grille,1300 Hares Hill Rd,Kimberton,PA,19442,40.1298141,-75.5764069,4.5,56,1,"Coffee & Tea, Pubs, Restaurants, Bars, Food, American (New), Nightlife, Breakfast & Brunch, Brewpubs, Breweries",TRUE,TRUE,TRUE,,TRUE,,TRUE,,,beer_and_wine,,free,,TRUE,TRUE,FALSE,0:0-0:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0,11:0-21:0,9:0-15:0
Sunoco,3200 Richmond St,Philadelphia,PA,19102,39.983319,-75.101136,2.5,8,1,"Restaurants, Delis, Sandwiches",FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,,casual,,,TRUE,FALSE,FALSE,,,,,,,
Steppys Sports Bar & Grill,2912 Swede Rd,East Norriton,PA,19401,40.1455977,-75.3182664,3,69,1,"Bowling, Sports Bars, Restaurants, Bars, Mexican, American (Traditional), Active Life, Pubs, Nightlife",TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,TRUE,TRUE,full_bar,casual,free,average,TRUE,TRUE,TRUE,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
Amans Indian Bistro,690 Main St,Harleysville,PA,19438,40.28675003,-75.39827859,4.5,38,0,"Restaurants, Indian, Buffets, Vegetarian, Seafood",TRUE,FALSE,TRUE,2,FALSE,TRUE,FALSE,TRUE,TRUE,none,casual,no,quiet,FALSE,TRUE,TRUE,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-22:0,17:0-22:0,17:0-21:30
Hykels Submarine Sandwich-Bar,2704 E County Line Rd,Ardmore,PA,19003,40.000783,-75.2964267,4,34,1,"Sandwiches, Burgers, Cheesesteaks, Restaurants",TRUE,FALSE,TRUE,2,TRUE,FALSE,TRUE,TRUE,TRUE,full_bar,casual,free,average,TRUE,,TRUE,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0
Mercy?€?s Bakery,505 S Broad St,Lansdale,PA,19446,40.23580734,-75.28915919,4,5,1,"Mexican, Food, Restaurants, Breakfast & Brunch, Bakeries",TRUE,TRUE,,,,,,,,,,,,,,TRUE,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-20:0,8:0-19:0
West Ave Grille Jenkintown Restaurant and Food Truck ,718 West Ave,Jenkintown,PA,19046,40.0957738,-75.1265509,4,277,1,"Restaurants, Sandwiches, Breakfast & Brunch, Caterers, American (New), Comfort Food, Food Trucks, Event Planning & Services, American (Traditional), Food",TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,free,average,TRUE,TRUE,TRUE,10:0-15:0,,10:0-15:0,10:0-15:0,10:0-19:0,10:0-19:0,10:0-15:0
Wasabi2,1375 Dilworthtown Crossing,West Chester,PA,19382,39.9037528,-75.5625925,4.5,78,1,"Chinese, Restaurants, Asian Fusion, Japanese, Sushi Bars, Thai",TRUE,TRUE,TRUE,2,TRUE,TRUE,FALSE,TRUE,TRUE,none,casual,free,average,TRUE,TRUE,FALSE,0:0-0:0,11:0-20:30,11:0-20:30,11:0-20:30,11:0-21:30,11:0-21:30,12:0-20:30
Lubertos Brickoven Pizza,169 N Main St,Dublin,PA,18917,40.3753297,-75.208113,4,96,1,"Restaurants, Pizza, Italian",TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE,TRUE,none,casual,no,average,FALSE,TRUE,TRUE,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,12:0-21:0
Mood Cafe,4618 Baltimore Ave,Philadelphia,PA,19143,39.94866391,-75.21583154,4.5,458,1,"Cafes, Pakistani, Juice Bars & Smoothies, Restaurants, Ice Cream & Frozen Yogurt, Halal, Indian, Coffee & Tea, Food",TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,no,quiet,TRUE,TRUE,TRUE,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0
Wilsons Market,1337 W Olney Ave,Philadelphia,PA,19141,40.0390528,-75.1438169,3.5,13,1,"Specialty Food, Meat Shops, Sandwiches, Food, Restaurants, Delis, Grocery",TRUE,FALSE,TRUE,1,FALSE,FALSE,,TRUE,TRUE,none,,no,,FALSE,TRUE,FALSE,7:0-22:30,7:0-22:30,8:0-20:0,7:0-22:30,7:0-22:30,8:0-18:0,8:0-18:0
Chinese Delight,735 W Lancaster Ave,Wayne,PA,19087,40.0477909,-75.409318,3,52,1,"Chinese, Restaurants",TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,,quiet,,,TRUE,,,,,,,
Southgate,1801 Lombard St,Philadelphia,PA,19146,39.9455687,-75.1717901,4,323,1,"Breakfast & Brunch, American (Traditional), Korean, Restaurants, Gastropubs, Nightlife, Bars, Cocktail Bars",TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,casual,no,average,TRUE,FALSE,TRUE,0:0-0:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-22:0,14:0-22:0,14:0-21:0
New Golden Buffet,"700 Nutt Rd, Ste 701",Phoenixville,PA,19460,40.133113,-75.5342207,2.5,30,0,"Restaurants, Chinese",TRUE,TRUE,TRUE,2,FALSE,TRUE,TRUE,TRUE,FALSE,none,casual,free,,TRUE,,FALSE,16:0-21:30,16:0-21:30,16:0-21:30,16:0-21:30,16:0-21:30,16:0-21:30,12:0-21:0
Wawa,949 Montgomery Ave,Narberth,PA,19072,40.01222567,-75.2619557,3,13,1,"Gas Stations, Food, Automotive, Restaurants, Sandwiches, Convenience Stores, Coffee & Tea",TRUE,TRUE,TRUE,1,None,FALSE,TRUE,TRUE,TRUE,,casual,free,,TRUE,,TRUE,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0
Bevans Cold Cuts,551 E Gay St,West Chester,PA,19380,39.9649478,-75.59756,4,15,1,"Delis, Seafood, Cheesesteaks, Convenience Stores, Sandwiches, Food, Restaurants",TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,TRUE,TRUE,none,casual,no,quiet,,TRUE,FALSE,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,10:0-14:0
Tony Jrs,118 S 18th St,Philadelphia,PA,19103,39.951157,-75.170714,3,71,0,"Restaurants, Sandwiches, Cheesesteaks",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,,average,,FALSE,TRUE,,,,,,,
Epicurean Restaurant & Bar,902 Village at Eland,Phoenixville,PA,19460,40.12980357,-75.54336548,3,19,0,"American (Traditional), Steakhouses, Italian, Restaurants, Tapas/Small Plates",TRUE,FALSE,TRUE,3,FALSE,TRUE,TRUE,TRUE,FALSE,full_bar,casual,,quiet,,,TRUE,11:30-0:0,11:30-0:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-0:0
Cafe with Soul,800 N Easton Rd,Doylestown,PA,18902,40.3320849,-75.1305488,3.5,26,1,"Breakfast & Brunch, Restaurants, Soul Food, Cafes, Food",TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,none,,free,,,TRUE,FALSE,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0
Falls Deli,3492 Tilden St,Philadelphia,PA,19129,40.0128847,-75.1901845,4.5,31,1,"Bagels, Food, Sandwiches, Delis, Breakfast & Brunch, Restaurants, Event Planning & Services, Caterers",TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,,,none,,free,,,TRUE,TRUE,0:0-0:0,7:0-13:0,7:30-19:0,7:30-19:0,7:30-19:0,7:30-19:0,7:30-19:0
Salvatores Trattoria & Pizzeria,221 N Henderson Rd,King of Prussia,PA,19406,40.09720989,-75.36687009,3.5,38,1,"Pizza, Italian, Restaurants, Sandwiches",TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,,,,,,,TRUE,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,
Farm Boy Fresh,7 Lancaster Ave,Malvern,PA,19355,40.0442832,-75.5241836,4,11,1,"Barbeque, Restaurants, American (New), Salad, Sandwiches, Breakfast & Brunch",TRUE,,,,,,,,,,,,,,,TRUE,,,,11:0-15:0,11:0-15:0,10:30-15:0,
Angelinas,743 S 8th St,Philadelphia,PA,19147,39.94022122,-75.15579667,4.5,49,1,"Restaurants, Italian",,TRUE,FALSE,3,FALSE,TRUE,TRUE,TRUE,FALSE,none,casual,free,average,,,FALSE,,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,16:0-21:0
Crown Fried Chicken,933 N Broad St,Philadelphia,PA,19123,39.971145,-75.15902,3.5,11,1,"Chicken Wings, Restaurants, Fast Food",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,,average,FALSE,,FALSE,10:0-3:0,10:0-3:0,10:0-3:0,10:0-3:0,10:0-3:0,10:0-4:0,10:0-4:0
Lorenzo & Sons Pizza,27 North High St,West Chester,PA,19380,39.9604595,-75.6049474,3.5,71,1,"Restaurants, Pizza",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,FALSE,FALSE,FALSE,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-3:0,11:0-3:0,11:0-21:0
Old Country Buffet,650 Commerce Blvd,Fairless Hills,PA,19030,40.1880129,-74.8662818,2.5,27,0,"Restaurants, American (Traditional), Breakfast & Brunch, American (New), Buffets",FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,TRUE,TRUE,none,casual,no,very_loud,TRUE,FALSE,TRUE,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30,11:0-21:0,8:0-21:0,8:0-20:30
CAVA,"3741 W Chester Pike, Ste 107",Newtown Square,PA,19073,39.9870475,-75.4059742,5,5,1,"Mediterranean, Restaurants, Salad",,,TRUE,,,,,,,,,,,,,FALSE,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
O Sole Mio,250 Catharine St,Philadelphia,PA,19147,39.9378287,-75.1482632,4.5,85,1,"Food, Seafood, Sardinian, Gelato, Restaurants, Pizza, Italian",TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,none,,no,,,TRUE,FALSE,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,1:0-22:0
Barra Rossa Ristorante & Wine Bar - Downington,20 E Lancaster Ave,Downingtown,PA,19335,40.0060495,-75.7049884,3,100,0,"Gluten-Free, Wine Bars, Restaurants, Italian, Pizza, Nightlife, Bars",TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,no,average,TRUE,FALSE,TRUE,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-23:0,11:30-23:0,10:30-22:0
Machismo Burrito Bar,8500 Henry Ave,Philadelphia,PA,19128,40.0626011,-75.2372078,3,30,0,"Restaurants, Mexican",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,quiet,FALSE,TRUE,TRUE,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-20:0
NY Bagel Cafe & Deli,11 E Woodland Ave,Springfield,PA,19064,39.9245288,-75.3392149,3,6,0,"Restaurants, Coffee & Tea, Delis, Bagels, Food",TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE,,,none,,free,,TRUE,TRUE,TRUE,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,7:0-14:0,7:0-14:0
Abners Pizza & Grill,200 Fairview Rd,Woodlyn,PA,19094,39.8751524,-75.3436091,1.5,5,0,"American (Traditional), Pizza, Food, Restaurants",,,TRUE,1,,FALSE,,FALSE,FALSE,,,,very_loud,,FALSE,FALSE,,,,,,,
Vecchia Osteria,20 Richboro Rd,Newtown,PA,18940,40.2280271,-74.9401945,4,359,1,"American (New), Italian, Restaurants, Event Planning & Services, Food, Coffee & Tea, Caterers",TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,none,casual,free,average,TRUE,TRUE,TRUE,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,11:30-22:0,13:0-21:0
Washington Crossing Inn,1295 General Washington Memorial Blvd,Washington Crossing,PA,18977,40.293684,-74.871315,4,144,1,"American (New), Restaurants, Venues & Event Spaces, Event Planning & Services, Breakfast & Brunch",TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,casual,no,average,TRUE,TRUE,TRUE,11:30-20:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-20:0
Just To Serve You Too,5132 N 5th St,Philadelphia,PA,19120,40.029648,-75.1322934,3,68,0,"Seafood, Restaurants, Soul Food, Southern",TRUE,TRUE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,none,casual,no,average,FALSE,TRUE,TRUE,,,,,,,
Surf and Turf Kitchen,"2400 Street Rd, Ste 69",Lahaska,PA,18938,40.3475889,-75.0298548,3.5,25,0,"Pizza, Seafood, Restaurants, American (Traditional), American (New)",TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,FALSE,TRUE,none,,,,TRUE,TRUE,FALSE,11:0-18:0,11:0-18:0,11:0-18:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:30
McDonalds,914 S Broad St,Philadelphia,PA,19146,39.9394402,-75.1668049,2,55,0,"Fast Food, Food, Restaurants, Coffee & Tea, Burgers",TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,FALSE,TRUE,none,casual,free,average,,FALSE,FALSE,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-1:0,6:0-1:0,6:0-0:0
Sams Grill,"93 York Rd, Suite 2",Jenkintown,PA,19046,40.0901014,-75.1266017,3.5,6,0,"Restaurants, American (Traditional), Sandwiches",TRUE,FALSE,TRUE,2,FALSE,,,TRUE,TRUE,none,casual,,,,,TRUE,,,,,,,
King House Chinese Restaurant,2809 Ridge Pike,Trooper,PA,19403,40.1473976,-75.3956755,3.5,15,1,"Restaurants, Chinese",TRUE,TRUE,TRUE,1,FALSE,,TRUE,TRUE,TRUE,,casual,,,,,FALSE,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:30,11:0-22:30,12:0-21:30
The Spot,272 S 20th St,Philadelphia,PA,19103,39.9483749,-75.1744886,3,80,0,"Breakfast & Brunch, Pizza, Greek, Restaurants, Food",TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE,TRUE,none,casual,no,quiet,FALSE,TRUE,TRUE,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,9:0-23:0,9:0-22:0
Hugs & Yogurt Cafe,2844 W Moreland Rd,Willow Grove,PA,19090,40.1478414,-75.1280399,4,15,0,"Ice Cream & Frozen Yogurt, Cafes, Juice Bars & Smoothies, Coffee & Tea, Food, Restaurants, Desserts",TRUE,FALSE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,free,quiet,TRUE,FALSE,TRUE,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:0
Zocalo,3600 Lancaster Ave,Philadelphia,PA,19104,39.9584222,-75.1938661,2.5,59,0,"Restaurants, Mexican",TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,no,average,,FALSE,TRUE,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,
Butters Soul Food,2730 W Girard Ave,Philadelphia,PA,19130,39.9741307,-75.1815903,3,77,1,"Food, Caterers, Event Planning & Services, Restaurants, Soul Food",TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,FALSE,TRUE,none,casual,no,quiet,TRUE,TRUE,TRUE,,12:0-20:0,12:0-20:0,12:0-20:0,12:0-21:0,12:0-21:0,12:0-20:0
Turning Point of North Wales,1460 Bethlehem Pike,North Wales,PA,19454,40.21019619,-75.22363859,3,169,1,"Restaurants, Breakfast & Brunch, Food, Juice Bars & Smoothies, American (New), Coffee & Tea, Sandwiches",TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE,TRUE,none,casual,free,average,FALSE,FALSE,TRUE,7:30-15:0,7:30-15:0,7:30-15:0,7:30-15:0,7:30-15:0,7:30-15:0,7:30-15:0
Capriottis Sandwich Shop,117 E Swedesford Rd,Exton,PA,19341,40.0361194,-75.62865933,3.5,38,1,"Sandwiches, Cheesesteaks, Vegetarian, Restaurants, Salad",TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,TRUE,TRUE,TRUE,0:0-0:0,11:0-18:0,0:0-17:0,11:0-19:0,11:0-20:0,11:0-20:0,11:0-18:0
